TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-01-07 16:15:10,1767802510279,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[api/rag] Incoming request,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:15:10,1767802510279,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,"[api/rag] GEN_PROVIDER=hf, OLLAMA_MODEL=undefined, EMB_PROVIDER=hf",prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:15:10,1767802510280,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,"[api/rag] Body parsed. query length=41, filters={}, locale=es",prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:15:10,1767802510280,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[rag] retrieve chunks start,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:15:10,1767802510312,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[rag] retrieved=8,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:15:10,1767802510315,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[generation] provider=hf,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:15:10,1767802510315,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[generation] using HF model=mistralai/Mistral-7B-Instruct-v0.3,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:15:10,1767802510361,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",error,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,"[generation] error Error: ""https://api-inference.huggingface.co is no longer supported. Please use https://router.huggingface.co instead.""
    at C (/var/task/.next/server/app/api/rag/route.js:1:4677)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async ee (/var/task/.next/server/app/api/rag/route.js:1:12152)
    at async eP (/var/task/.next/server/app/api/rag/route.js:9:809)
    at async eE (/var/task/.next/server/app/api/rag/route.js:9:1293)
    at async tz (/var/task/.next/server/app/api/rag/route.js:9:60033)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)",prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:15:10,1767802510361,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[rag] generation done. answer length=82,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:15:10,1767802510225,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,kswlx-1767802510225-72c0621b0d95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,95,iad1,301,2048,,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,01KECKV6X2RVNXC7XNF6H66CZN,wQ4uVUgb5P4X,1
2026-01-07 16:14:47,1767802487055,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[api/rag] Incoming request,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:47,1767802487055,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,"[api/rag] GEN_PROVIDER=hf, OLLAMA_MODEL=undefined, EMB_PROVIDER=hf",prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:47,1767802487061,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,"[api/rag] Body parsed. query length=24, filters={}, locale=es",prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:47,1767802487061,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[rag] retrieve chunks start,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:47,1767802487094,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[rag] retrieved=8,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:47,1767802487096,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[generation] provider=hf,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:47,1767802487096,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[generation] using HF model=mistralai/Mistral-7B-Instruct-v0.3,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:47,1767802487146,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",error,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,"[generation] error Error: ""https://api-inference.huggingface.co is no longer supported. Please use https://router.huggingface.co instead.""
    at C (/var/task/.next/server/app/api/rag/route.js:1:4677)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async ee (/var/task/.next/server/app/api/rag/route.js:1:12152)
    at async eP (/var/task/.next/server/app/api/rag/route.js:9:809)
    at async eE (/var/task/.next/server/app/api/rag/route.js:9:1293)
    at async tz (/var/task/.next/server/app/api/rag/route.js:9:60033)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)",prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:47,1767802487146,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[rag] generation done. answer length=82,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:46,1767802486980,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,b767n-1767802486980-8695aac3fb0e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,135,iad1,297,2048,,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,01KECKTG6HAJ4VSZEBVYGRQVAC,wQ4uVUgb5P4X,1
2026-01-07 16:14:15,1767802455055,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,sjhjr-1767802454891-041aa8afde52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[api/rag] Incoming request,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:15,1767802455056,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,sjhjr-1767802454891-041aa8afde52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,"[api/rag] GEN_PROVIDER=hf, OLLAMA_MODEL=undefined, EMB_PROVIDER=hf",prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:15,1767802455059,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,sjhjr-1767802454891-041aa8afde52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,"[api/rag] Body parsed. query length=52, filters={}, locale=es",prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:15,1767802455061,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,sjhjr-1767802454891-041aa8afde52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[rag] retrieve chunks start,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:15,1767802455204,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,sjhjr-1767802454891-041aa8afde52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[rag] retrieved=8,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:15,1767802455207,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,sjhjr-1767802454891-041aa8afde52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[generation] provider=hf,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
2026-01-07 16:14:15,1767802455207,col-law-hrfui3luj-codemonster808s-projects.vercel.app/api/rag,POST,,200,sjhjr-1767802454891-041aa8afde52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",info,production,,MISS,serverless,/api/rag,col-law-hrfui3luj-codemonster808s-projects.vercel.app,col-law-hrfui3luj-codemonster808s-projects.vercel.app,dpl_FCtQ3Nvw5vCm1vY63Rv1MfSQXMoH,,,,,[generation] using HF model=mistralai/Mistral-7B-Instruct-v0.3,prj_8QmG8aH1VLkG9h5AqGH9ThsaxLEE,,,,,
